date,GP_PO,sku,from_facility,to_facility,warehouse,quantity,received_quantity,Intransit_quantity,brand
2026-07-07 00:00:00,405-6929331-6683530,MC-410404338003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-04 00:00:00,405-6943057-0965912,GBR-NGOWN-18487416AG020/6,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-12 00:00:00,405-6984114-6720334,GT800A-BLACK,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,GTPlayer
2026-07-28 00:00:00,405-6993855-2476356,MC-410404349005,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-10 00:00:00,405-7001820-0598704,GBR-PJ-521131B016/9,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-17 00:00:00,405-7069829-5307546,MC-410403430006,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-07-06 00:00:00,405-7091985-6847551,410405104005,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-05-22 00:00:00,405-7144087-4512305,GBR-PJ-521131G0318M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-07-10 00:00:00,405-7309606-7541119,MC-491654670,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-3,0.0,3.0,Mothercare
2026-07-04 00:00:00,405-7330921-3686766,410405218001,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-05-21 00:00:00,405-7421358-7545116,GBR-PJ-521131G0324M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-2,0.0,2.0,Gerber
2026-07-07 00:00:00,405-7431595-7328308,410405153004,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-05-23 00:00:00,405-7461738-3919501,GBR-BODY-520211N013/6,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-30 00:00:00,405-7481489-7396343,410405207001,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-21 00:00:00,405-7518708-1449157,410405214002,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-07-06 00:00:00,405-7522030-0828367,MC-410404348005,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-13 00:00:00,405-7541760-2514730,GBR-BODY-3473051DAB013/6,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-21 00:00:00,405-7553137-7914752,HAMLEYS-492409533,OPP_WIQ_WB,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Hamleys
2026-07-14 00:00:00,405-7564605-1119501,MC-410402759003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-07-14 00:00:00,405-7564605-1119501,MC-410402760003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-22 00:00:00,405-7579179-0147556,GT800A-BLACK,OPP_WIQ_TS,B2C/B2B,Outward-Intransit,-1,0.0,1.0,GTPlayer
2025-04-21 00:00:00,405-7602117-8309156_1,GT800A-WHITE,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,GTPlayer
2026-07-08 00:00:00,405-7651817-9173901,410405180001,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-07-08 00:00:00,405-7651817-9173901,MC-410404308003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-05-23 00:00:00,405-7701099-4298711,GBR-PJ-521131G0318M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2025-02-24 00:00:00,405-7782641-6561947_1,ODR-AR-CONT-1030-5000,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Non Core
2026-08-21 00:00:00,405-7839779-7342710,BL-SRZ001ZB15M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Belkin
2026-05-23 00:00:00,405-7872235-4140358,GBR-PJ-520721G013/6,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2024-12-23 00:00:00,405-7959167-7729167,ODR-AC-STEELBOTTLE-D2,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Non Core
2026-08-22 00:00:00,405-8002408-9389969,BEIN-9621,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-07-07 00:00:00,405-8038257-6417158,410405307005,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-05-21 00:00:00,405-8039423-5180335,GBR-SET-519761N0412M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-11 00:00:00,405-8039846-5841138,GBR-SET-485331B010/3,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-21 00:00:00,405-8045813-3353947,TWR-SOLA-KETTLE-CRM,OPP_WIQ_TS,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Tower
2026-08-14 00:00:00,405-8057869-3381118,410405100004,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-22 00:00:00,405-8063563-7826762,BEIN-9716,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-14 00:00:00,405-8126037-4743527,410405207001,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-14 00:00:00,405-8126037-4743527,410405308005,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2025-05-21 00:00:00,405-8162713-8050740,ODR-CLAZ-COCOPEN,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Non Core
2026-05-23 00:00:00,405-8291763-5022736,GBR-PACK-517161G026/9,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-2,0.0,2.0,Gerber
2026-08-10 00:00:00,405-8319439-7460363,MC-410404308001,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-21 00:00:00,405-8346442-3947567,GT800A-GREEN,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,GTPlayer
2026-08-22 00:00:00,405-8351497-2323553,BEIN-9716,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2025-07-12 00:00:00,405-8416804-5219513,LS-6689SN-MAROON-4D,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Dowinx
2026-08-19 00:00:00,405-8427534-9180316,BL-CAB022FQ2MBK,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Belkin
2026-08-10 00:00:00,405-8444875-0389925,410405307003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-10 00:00:00,405-8444875-0389925,MC-410403918004,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-10 00:00:00,405-8444875-0389925,MC-410404328003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-05-21 00:00:00,405-8530954-3170736,GBR-PJ-521131B0124M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-17 00:00:00,405-8606537-5109165,GBR-SET-436071B026/9,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-22 00:00:00,405-8760360-3847551,BEIN-9712,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-17 00:00:00,405-8830317-7885960,GBR-BODY-3962361DAB013/6,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-23 00:00:00,405-8899835-2437104,GBR-PACK-517161G020/3,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-19 00:00:00,405-8913327-5283546,BEIN-9442,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-19 00:00:00,405-8927962-8445165,BEIN-9641,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-19 00:00:00,405-8992561-0630732,HAMLEYS-492910451,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Hamleys
2026-06-14 00:00:00,405-9119548-6443514,BEIN-9059,OPP_WIQ_WB,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-05-23 00:00:00,405-9205501-8686750,GBR-PACK-517161G020/3,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-19 00:00:00,405-9209010-4669154,493772054,OPP_WIQ_WB,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-07-29 00:00:00,405-9218828-4513961,GBR-GLOV-02949416AN020/6,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-20 00:00:00,405-9244366-7196347,BEIN-9470,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-06-30 00:00:00,405-9281764-3577947,GBR-BODY-3473051DAN0212M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-20 00:00:00,405-9368390-3473155,HAMLEYS-494377123,OPP_WIQ_HR,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Hamleys
2026-05-23 00:00:00,405-9465929-3612330,GBR-PJ-521131B0118M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-06-25 00:00:00,405-9508162-8865954,410405135001,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-06-25 00:00:00,405-9508162-8865954,410405181001,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-06-25 00:00:00,405-9508162-8865954,410405207001,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2025-01-10 00:00:00,405-9557795-7769118,ODR-AR-CONT-1030-5000,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Non Core
2026-08-20 00:00:00,405-9574683-0206769,BEIN-9715,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-21 00:00:00,405-9671989-7432343,MC-410404326001,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-11 00:00:00,405-9746081-2013943,GBR-SET-485331B010/3,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-23 00:00:00,405-9781756-1735538,GBR-PACK-517161G026/9,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-23 00:00:00,405-9909991-2285908,GBR-BODY-520211N013/6,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-23 00:00:00,406-0056285-3165176,GBR-PJ-520721G013/6,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-23 00:00:00,406-0076422-2448335,GBR-BODY-05950616AG010/3,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-20 00:00:00,406-0078232-9541120,GBR-PJ-521131G0124M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-21 00:00:00,406-0104121-2116321,GBR-PJ-520721B0318M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-07-07 00:00:00,406-0127586-9521972,MC-410404308002,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-05-23 00:00:00,406-0157847-1806705,GBR-BODY-520211N02NBI,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-2,0.0,2.0,Gerber
2026-07-31 00:00:00,406-0256593-7305115_1,86055,OPP_RSG_MH,B2C/B2B,Outward-Intransit,-1,0.0,1.0,GTPlayer
2026-07-05 00:00:00,406-0267340-2269166,GBR-SET-439301B0404T,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-21 00:00:00,406-0295474-7617964,BEIN-9411,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-21 00:00:00,406-0295474-7617964,BEIN-9470,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-21 00:00:00,406-0295474-7617964,BEIN-9472,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2025-08-11 00:00:00,406-0327475-0021179,GT800A-RED,OPP_WIQ_DL,B2C/B2B,Outward-Intransit,-1,0.0,1.0,GTPlayer
2026-05-23 00:00:00,406-0357311-1341153,GBR-BODY-520211N013/6,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-23 00:00:00,406-0424525-6212314,GBR-PACK-517161G020/3,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2025-07-16 00:00:00,406-0454556-3216328,LS-6658-BLACK-LINKARM,OPP_WIQ_MH,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Dowinx
2026-08-18 00:00:00,406-0523918-3205137,MC-410404333004,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-20 00:00:00,406-0558159-6265913,BEIN-9640,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-21 00:00:00,406-0613155-8969111,N-M01059-8-78-72-ID,OPP_WIQ_HR,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Novilla
2026-05-08 00:00:00,406-0665935-4394750,GBR-BODY-05162116AG016/9,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-08 00:00:00,406-0665935-4394750,GBR-PACK-469531B01OSZ,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-08 00:00:00,406-0665935-4394750,GBR-PACK-469531G02OSZ,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2024-12-22 00:00:00,406-0729654-7934730,ODR-CLAZ-CHOPBRD-STL,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Non Core
2026-07-07 00:00:00,406-0741029-5037958,MC-410404323006,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-05-23 00:00:00,406-0826589-6411506,GBR-PJ-521131N016/9,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-21 00:00:00,406-0882626-5916305,GBR-PACK-517161G046/9,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-10 00:00:00,406-0915705-3089944,GBR-PACK-469531B01OSZ,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-22 00:00:00,406-0964604-7853915,GBR-BODY-520211G0212M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2024-12-24 00:00:00,406-1038743-9138717,ODR-AC-STEELBOTTLE-D2,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Non Core
2026-08-21 00:00:00,406-1047081-7633155,MC-410402775003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-17 00:00:00,406-1234175-1601961,MC-410404341004,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-05-21 00:00:00,406-1322178-3270746,GBR-PJ-520721G0218M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-22 00:00:00,406-1354573-9907563,BEIN-9712,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2025-04-11 00:00:00,406-1368546-8001912,ODR-CLAZ-CHOPBRD-STL,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Non Core
2026-07-04 00:00:00,406-1388922-4942731,MC-410402759004,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-22 00:00:00,406-1394498-1009147,BEIN-9446,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-21 00:00:00,406-1553287-1018767,BEIN-9713,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-07-06 00:00:00,406-1639322-2672347,MC-410403430002,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-21 00:00:00,406-1779060-8252330,BEIN-9058,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-2,0.0,2.0,UCB
2026-08-10 00:00:00,406-1794456-4471523,MC-410404340002,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-10 00:00:00,406-1794456-4471523,MC-410404341003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-05-22 00:00:00,406-1812769-2301949,GBR-PJ-520721G0318M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-21 00:00:00,406-1820409-8510706,BEIN-9104,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-22 00:00:00,406-1866439-9867535,BL-CAB022FQ2MBK,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Belkin
2026-08-18 00:00:00,406-1887927-2100357,MC-410402759005,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-18 00:00:00,406-1941711-7387509,BEIN-9716,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-05-12 00:00:00,406-1949540-4169965,410405179001,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2024-10-24 00:00:00,406-2081287-7466717,GT800A-SPARES-CHAIR-GASLIFT,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Non Core
2026-05-21 00:00:00,406-2082493-5133102,GBR-SET-483861B0205T,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-20 00:00:00,406-2152707-5711556,BEIN-9716,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-05-20 00:00:00,406-2158627-1977101,GBR-PJ-520721G016/9,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-08 00:00:00,406-2161641-3621960,410405138003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-08 00:00:00,406-2161641-3621960,MC-410404308003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-13 00:00:00,406-2172459-2137152,MC-410403430002,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-19 00:00:00,406-2172965-9329914,BEIN-9716,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-19 00:00:00,406-2265495-7850746,410405135001,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-20 00:00:00,406-2285796-5809938,MC-491654661,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-3,0.0,3.0,Mothercare
2026-05-23 00:00:00,406-2299740-0476348,GBR-PACK-517161G02NBI,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-07-13 00:00:00,406-2299858-4840351,GBR-PACK-469511G01OSZ,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-17 00:00:00,406-2303102-3167510,GBR-PACK-469511N01OSZ,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-21 00:00:00,406-2365333-0451531,BEIN-9712,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-21 00:00:00,406-2407486-2843515,BEIN-9530,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-20 00:00:00,406-2483173-2464313,BEIN-9713,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-20 00:00:00,406-2571148-9751556,HAMLEYS-494348129,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Hamleys
2026-08-21 00:00:00,406-2580681-0521923,MC-491654674,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-03 00:00:00,406-2670361-9101152,MC-410404343003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2024-10-24 00:00:00,406-2723717-5601940,GT800A-SPARES-CHAIR-GASLIFT,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Non Core
2026-06-25 00:00:00,406-2732856-1453146,GBR-FOOT-517161N023/6,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-21 00:00:00,406-2783166-3665151,BEIN-9449,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-05-22 00:00:00,406-2857001-8217951,GBR-BODY-520211N020/3,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-2,0.0,2.0,Gerber
2026-05-23 00:00:00,406-2965891-5593129,GBR-PJ-521131N0218M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-21 00:00:00,406-2979485-0037949,GBR-BODY-05950616AB0112M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-21 00:00:00,406-2979485-0037949,GBR-PJ-520721G026/9,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-21 00:00:00,406-3036685-1382703,GBR-PJ-521131B0124M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-21 00:00:00,406-3036685-1382703,GBR-SET-519761N0412M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-02-06 00:00:00,406-3039129-7445904,HAMLEYS-492407942,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Hamleys
2026-06-09 00:00:00,406-3075684-6161918,410405121003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-17 00:00:00,406-3099979-9677140,GBR-PACK-469531N02OSZ,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-12 00:00:00,406-3111745-5789948,GBR-PACK-469531B01OSZ,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-21 00:00:00,406-3144027-4409150,GBR-BODY-05950616AB013/6,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-21 00:00:00,406-3155863-5716360,GBR-BODY-520211N0112M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2024-12-20 00:00:00,406-3168677-6913139,ODR-AC-STEELBOTTLE-D2,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-2,0.0,2.0,Non Core
2026-05-21 00:00:00,406-3197837-6111516,GBR-BODY-05950616AB013/6,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-07-31 00:00:00,406-3263703-9893908,410405121003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-05-11 00:00:00,406-3393142-0402745,GBR-PACK-469511B01OSZ,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2024-11-04 00:00:00,406-3405205-8057112,LS-6689SN-MAROON-4D,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Dowinx
2026-08-20 00:00:00,406-3520833-7637142,GBR-BODY-02963616AN0212M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-23 00:00:00,406-3688150-9133116,GBR-PJ-521131N0212M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-08-20 00:00:00,406-3692050-1597110,410405207001,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-05-21 00:00:00,406-3728225-6447569,GBR-PJ-520721G0318M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-2,0.0,2.0,Gerber
2026-05-23 00:00:00,406-3783816-4294762,GBR-PJ-521131N0224M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-07-02 00:00:00,406-3959628-7831529,MC-410405235004,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2026-08-21 00:00:00,406-3959944-2185101,BEIN-9716,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2026-08-18 00:00:00,406-3962332-4860368,MC-410404317003,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Mothercare
2024-10-24 00:00:00,406-3964703-8519517,GT800A-SPARES-CHAIR-GASLIFT,OPP_WIQ_KA,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Non Core
2026-08-20 00:00:00,406-3979616-9650717,BEIN-9716,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,UCB
2025-08-08 00:00:00,406-3983120-1269145,GT800A-WHITE,OPP_WIQ_DL,B2C/B2B,Outward-Intransit,-1,0.0,1.0,GTPlayer
2026-05-23 00:00:00,406-4015975-3649103,GBR-BODY-05950616AG0112M,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
2026-05-21 00:00:00,406-4126421-4989128,GBR-PJ-520721G026/9,OPP_WIQ_MH_1,B2C/B2B,Outward-Intransit,-1,0.0,1.0,Gerber
