from_facility,gatepass_code,gatepass_item_status,to_party,item_skucode,to_facility,to_warehouse,reference,quantity,received_quantity,gatepass_created
OPP_EKT_KA,GP28656OPP_EKT_KA0001,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-BLACK,Opp_WIQ_KA,WareIQ,,1,1,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0001,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-BLUE,Opp_WIQ_KA,WareIQ,,9,9,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0001,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-RED,Opp_WIQ_KA,WareIQ,,10,10,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0001,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-WHITE,Opp_WIQ_KA,WareIQ,,5,5,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0001,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6650-BLACK-LINKARM,Opp_WIQ_KA,WareIQ,,2,2,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0001,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6657D-GREEN-LINKARM,Opp_WIQ_KA,WareIQ,,1,1,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0001,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6658-BLACK-LINKARM,Opp_WIQ_KA,WareIQ,,2,2,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0001,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6658B-01,Opp_WIQ_KA,WareIQ,,2,2,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0001,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6689A-BLACK-LINKARM,Opp_WIQ_KA,WareIQ,,2,2,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0001,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6689A-MAROON-LINKARM,Opp_WIQ_KA,WareIQ,,1,1,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0001,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6689SN-BLACK-4D,Opp_WIQ_KA,WareIQ,,2,2,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0001,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6689SN-MAROON-4D,Opp_WIQ_KA,WareIQ,,1,1,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0002,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-BLACK,Opp_WIQ_KA,WareIQ,,1,1,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0002,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-BLUE,Opp_WIQ_KA,WareIQ,,9,9,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0002,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-RED,Opp_WIQ_KA,WareIQ,,10,10,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0002,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-WHITE,Opp_WIQ_KA,WareIQ,,5,5,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0002,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6650-BLACK-LINKARM,Opp_WIQ_KA,WareIQ,,2,2,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0002,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6657D-GREEN-LINKARM,Opp_WIQ_KA,WareIQ,,1,1,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0002,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6658-BLACK-LINKARM,Opp_WIQ_KA,WareIQ,,2,2,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0002,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6658B-01,Opp_WIQ_KA,WareIQ,,2,2,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0002,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6689A-BLACK-LINKARM,Opp_WIQ_KA,WareIQ,,2,2,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0002,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6689A-MAROON-LINKARM,Opp_WIQ_KA,WareIQ,,1,1,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0002,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6689SN-BLACK-4D,Opp_WIQ_KA,WareIQ,,2,2,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0002,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6689SN-MAROON-4D,Opp_WIQ_KA,WareIQ,,1,1,2025-07-01
OPP_EKT_KA,GP28656OPP_EKT_KA0003,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-WHITE,Opp_WIQ_KA,WareIQ,,35,35,2025-07-13
OPP_EKT_KA,GP28656OPP_EKT_KA0004,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-WHITE,Opp_WIQ_KA,WareIQ,,35,35,2025-07-13
OPP_EKT_KA,GP28656OPP_EKT_KA0005,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-WHITE,Opp_WIQ_KA,WareIQ,,5,5,2025-07-23
OPP_EKT_KA,GP28656OPP_EKT_KA0006,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-BLUE,Opp_WIQ_KA,WareIQ,,11,11,2025-08-01
OPP_EKT_KA,GP28656OPP_EKT_KA0006,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-RED,Opp_WIQ_KA,WareIQ,,12,12,2025-08-01
OPP_EKT_KA,GP28656OPP_EKT_KA0006,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6650-BLACK-LINKARM,Opp_WIQ_KA,WareIQ,,19,19,2025-08-01
OPP_EKT_KA,GP28656OPP_EKT_KA0006,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6657D-GREEN-LINKARM,Opp_WIQ_KA,WareIQ,,13,13,2025-08-01
OPP_EKT_KA,GP28656OPP_EKT_KA0006,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6658-BLACK-LINKARM,Opp_WIQ_KA,WareIQ,,14,14,2025-08-01
OPP_EKT_KA,GP28656OPP_EKT_KA0006,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6658B-01,Opp_WIQ_KA,WareIQ,,17,17,2025-08-01
OPP_EKT_KA,GP28656OPP_EKT_KA0006,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6689A-BLACK-LINKARM,Opp_WIQ_KA,WareIQ,,8,8,2025-08-01
OPP_EKT_KA,GP28656OPP_EKT_KA0006,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6689A-MAROON-LINKARM,Opp_WIQ_KA,WareIQ,,1,1,2025-08-01
OPP_EKT_KA,GP28656OPP_EKT_KA0006,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6689SN-BLACK-4D,Opp_WIQ_KA,WareIQ,,8,8,2025-08-01
OPP_EKT_KA,GP28656OPP_EKT_KA0006,CLOSED,OppDoor Innovative Solutions Private Limited_KA,LS-6689SN-MAROON-4D,Opp_WIQ_KA,WareIQ,,5,5,2025-08-01
OPP_EKT_KA,GP28656OPP_EKT_KA0007,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-BLACK,Opp_WIQ_KA,WareIQ,,39,39,2025-09-19
OPP_EKT_KA,GP28656OPP_EKT_KA0007,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-BLUE,Opp_WIQ_KA,WareIQ,,38,38,2025-09-19
OPP_EKT_KA,GP28656OPP_EKT_KA0007,CLOSED,OppDoor Innovative Solutions Private Limited_KA,GT800A-RED,Opp_WIQ_KA,WareIQ,,57,57,2025-09-19
OPP_EKT_KA,GP28656OPP_EKT_KA0018,CLOSED,OppDoor Innovative Solutions Private Limited_MH,GT800A-RED,Opp_WIQ_MH,WareIQ,IWIT(Virtual),1,1,2026-02-07
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405106005,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405109005,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405110005,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405112005,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405115004,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405115006,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405118004,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405122003,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405122004,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405126005,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405126007,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405127006,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405129007,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405131004,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405140007,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405142002,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405143006,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405144005,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405146002,Opp_WIQ_HR,WareIQ,IWIT,4,4,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405146007,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405147005,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405152003,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405152004,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405154004,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405154005,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405159001,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405159003,Opp_WIQ_HR,WareIQ,IWIT,8,8,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405159004,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405160004,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405162004,Opp_WIQ_HR,WareIQ,IWIT,4,4,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405163003,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405163004,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405164004,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405166007,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405170002,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405177003,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405177004,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405177007,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405182003,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405182004,Opp_WIQ_HR,WareIQ,IWIT,6,6,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405184003,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405184005,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405186003,Opp_WIQ_HR,WareIQ,IWIT,5,5,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405186004,Opp_WIQ_HR,WareIQ,IWIT,5,5,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405187003,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405187004,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405189003,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405189004,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405191004,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405192003,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405192004,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405192005,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405194003,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405194004,Opp_WIQ_HR,WareIQ,IWIT,4,4,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405194005,Opp_WIQ_HR,WareIQ,IWIT,5,5,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405194006,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405200004,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405201003,Opp_WIQ_HR,WareIQ,IWIT,6,6,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405201004,Opp_WIQ_HR,WareIQ,IWIT,5,5,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405202004,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405203003,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405203004,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405204003,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405204004,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405204005,Opp_WIQ_HR,WareIQ,IWIT,5,5,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405205003,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405205004,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405208005,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405209003,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405209004,Opp_WIQ_HR,WareIQ,IWIT,2,2,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405210006,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405215002,Opp_WIQ_HR,WareIQ,IWIT,1,1,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405220003,Opp_WIQ_HR,WareIQ,IWIT,4,4,2026-07-10
OPP_EKT_KA,OGEKA2627/0001,CLOSED,OppDoor Innovative Solutions Private Limited_HR,410405220004,Opp_WIQ_HR,WareIQ,IWIT,3,3,2026-07-10
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,160185101_LightBlueDenim_OD_L,Reliance RTV,Reliance RTV,RTV,117,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,160185101_LightBlueDenim_OD_M,Reliance RTV,Reliance RTV,RTV,119,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,160185101_LightBlueDenim_OD_S,Reliance RTV,Reliance RTV,RTV,31,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,160185101_LightBlueDenim_OD_XL,Reliance RTV,Reliance RTV,RTV,14,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,217281402_OliveNight_OD_L,Reliance RTV,Reliance RTV,RTV,363,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,217281402_OliveNight_OD_M,Reliance RTV,Reliance RTV,RTV,430,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,217281402_OliveNight_OD_S,Reliance RTV,Reliance RTV,RTV,183,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,217281402_OliveNight_OD_XL,Reliance RTV,Reliance RTV,RTV,287,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,217281402_OliveNight_OD_XXL,Reliance RTV,Reliance RTV,RTV,128,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,217281602_High-rise_OD_L,Reliance RTV,Reliance RTV,RTV,60,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,217281602_High-rise_OD_M,Reliance RTV,Reliance RTV,RTV,19,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,217281602_High-rise_OD_XL,Reliance RTV,Reliance RTV,RTV,53,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,217281602_High-rise_OD_XXL,Reliance RTV,Reliance RTV,RTV,27,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,219820101_CashmereBlue_OD_L,Reliance RTV,Reliance RTV,RTV,186,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,219820101_CashmereBlue_OD_M,Reliance RTV,Reliance RTV,RTV,220,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,219820101_CashmereBlue_OD_S,Reliance RTV,Reliance RTV,RTV,133,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,219820101_CashmereBlue_OD_XL,Reliance RTV,Reliance RTV,RTV,141,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,219820101_CashmereBlue_OD_XXL,Reliance RTV,Reliance RTV,RTV,91,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,234995702_BronzeGreen_OD_L,Reliance RTV,Reliance RTV,RTV,32,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,234995702_BronzeGreen_OD_M,Reliance RTV,Reliance RTV,RTV,50,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,234995702_BronzeGreen_OD_S,Reliance RTV,Reliance RTV,RTV,22,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,234995702_BronzeGreen_OD_XL,Reliance RTV,Reliance RTV,RTV,25,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,234995702_BronzeGreen_OD_XXL,Reliance RTV,Reliance RTV,RTV,28,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,244517101_LightBlue_OD_38-34,Reliance RTV,Reliance RTV,RTV,2,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,250180903_gibraltarSea_OD_L,Reliance RTV,Reliance RTV,RTV,66,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,250180903_gibraltarSea_OD_M,Reliance RTV,Reliance RTV,RTV,48,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,250180903_gibraltarSea_OD_S,Reliance RTV,Reliance RTV,RTV,36,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,250180903_gibraltarSea_OD_XL,Reliance RTV,Reliance RTV,RTV,37,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,250180903_gibraltarSea_OD_XXL,Reliance RTV,Reliance RTV,RTV,56,0,2026-07-14
OPP_EKT_KA,OGEKA2627/0002,CLOSED,BEST_UNITED_INDIA_COMFORTS_PVT_LTD_RTV,259124701_ChinaBlue_OD_L,Reliance RTV,Reliance RTV,RTV,62,0,2026-07-14
